customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01341,Male,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.73,1580.62,No
CUST-01342,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),34.75,2395.82,No
CUST-01343,Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.55,2939.85,No
CUST-01344,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,108.11,5713.07,No
CUST-01345,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,117.04,7824.59,No
CUST-01346,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),103.3,1581.49,No
CUST-01347,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,90.66,4330.61,No
CUST-01348,Male,0,No,No,71,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,108.4,7954.87,No
CUST-01349,Female,0,No,Yes,69,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,69.12,4949.88,No
CUST-01350,Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,47.72,664.33,No
CUST-01351,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),91.46,2515.33,No
CUST-01352,Female,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,59.49,1298.78,Yes
CUST-01353,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.38,1867.06,Yes
CUST-01354,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,61.43,4164.06,Yes
CUST-01355,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,81.76,933.38,Yes
CUST-01356,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.03,4836.22,No
CUST-01357,Female,0,No,No,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),115.11,6847.4,No
CUST-01358,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.74,3140.39,No
CUST-01359,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),21.67,920.42,No
CUST-01360,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,59.56,3968.17,No
CUST-01361,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,31.24,1536.11,No
CUST-01362,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.94,2546.77,No
CUST-01363,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.34,2582.94,Yes
CUST-01364,Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),93.23,2078.28,No
CUST-01365,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.32,3141.36,No
CUST-01366,Female,0,No,No,62,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),36.65,1987.53,No
CUST-01367,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.66,1943.92,No
CUST-01368,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,28.21,73.16,Yes
CUST-01369,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),93.74,649.27,Yes
CUST-01370,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.88,1942.09,Yes
CUST-01371,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.91,999.62,No
CUST-01372,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,61.64,165.37,No
CUST-01373,Female,0,No,Yes,18,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,85.22,1442.35,No
CUST-01374,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.7,21.48,Yes
CUST-01375,Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.2,1278.89,No
CUST-01376,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),27.88,1516.86,Yes
CUST-01377,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,22.95,240.33,Yes
CUST-01378,Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.33,888.77,No
CUST-01379,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,60.98,2339.76,No
CUST-01380,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,88.79,4273.01,No
CUST-01381,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),65.23,862.06,No
CUST-01382,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),42.96,494.46,No
CUST-01383,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,84.42,1508.77,No
CUST-01384,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.61,642.02,No
CUST-01385,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),56.62,972.06,No
CUST-01386,Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.1,8040.8,No
CUST-01387,Male,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,102.6,4273.63,No
CUST-01388,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),111.18,8142.7,No
CUST-01389,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,34.14,2216.16,No
CUST-01390,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.32,2087.5,No
CUST-01391,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,49.61,845.4,Yes
CUST-01392,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.28,4979.5,No
CUST-01393,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),64.36,1825.35,No
CUST-01394,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),93.12,3838.76,No
CUST-01395,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),49.8,977.52,Yes
CUST-01396,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,25.0,1217.67,No
CUST-01397,Male,1,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),94.72,5456.2,No
CUST-01398,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.41,3480.04,No
CUST-01399,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.39,1877.05,No
CUST-01400,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,29.79,510.68,Yes
CUST-01401,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),116.9,5033.93,No
CUST-01402,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,111.13,4853.33,Yes
CUST-01403,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),84.56,1116.03,Yes
CUST-01404,Female,0,No,Yes,60,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,71.6,3932.87,No
CUST-01405,Female,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.71,3634.17,No
CUST-01406,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,27.63,744.52,No
CUST-01407,Female,1,No,Yes,55,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),112.74,5746.94,No
CUST-01408,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.9,506.36,Yes
CUST-01409,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,54.42,2486.87,No
CUST-01410,Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.95,1087.2,No
CUST-01411,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.65,324.9,No
CUST-01412,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,58.04,703.92,Yes
CUST-01413,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,89.07,4123.7,No
CUST-01414,Female,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.73,1184.72,No
CUST-01415,Female,1,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.94,438.43,Yes
CUST-01416,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,101.16,985.18,No
CUST-01417,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.9,5263.8,No
CUST-01418,Male,0,Yes,No,37,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),31.76,1225.46,No
CUST-01419,Male,0,No,Yes,52,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.99,2145.19,No
CUST-01420,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,26.58,732.54,No
CUST-01421,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.4,1991.43,Yes
CUST-01422,Male,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),116.81,6972.25,No
CUST-01423,Male,1,No,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),107.4,1579.48,No
CUST-01424,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.15,5527.59,Yes
CUST-01425,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.98,578.32,No
CUST-01426,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,109.93,1589.57,No
CUST-01427,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,20.05,258.94,Yes
CUST-01428,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),95.76,3312.14,Yes
CUST-01429,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.55,2245.23,Yes
CUST-01430,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,69.18,4820.24,No
CUST-01431,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),92.85,2387.29,No
CUST-01432,Male,0,No,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),84.02,3815.16,No
CUST-01433,Female,0,No,No,65,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.17,3039.92,Yes
CUST-01434,Female,0,No,No,44,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),101.39,4171.92,Yes
CUST-01435,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),84.52,2522.57,No
CUST-01436,Female,0,No,Yes,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.06,2149.66,Yes
CUST-01437,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,866.36,No
CUST-01438,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),29.97,1491.3,No
CUST-01439,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,55.94,1021.93,No
CUST-01440,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,68.44,1060.1,No
CUST-01441,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.69,1724.53,No
CUST-01442,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.29,3097.82,No
CUST-01443,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,85.46,4592.94,No
CUST-01444,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.26,994.11,Yes
CUST-01445,Male,0,No,Yes,9,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.61,583.68,Yes
CUST-01446,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,31.05,466.34,Yes
CUST-01447,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.54,914.88,Yes
CUST-01448,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.44,1850.83,No
CUST-01449,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,27.47,622.13,Yes
CUST-01450,Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.35,5237.69,No
CUST-01451,Female,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.19,5442.72,No
CUST-01452,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,51.3,1842.94,No
CUST-01453,Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),113.37,7853.28,No
CUST-01454,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.5,3507.73,Yes
CUST-01455,Male,0,No,No,36,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.88,4292.27,Yes
CUST-01456,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.89,1744.23,No
CUST-01457,Female,0,No,Yes,42,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.0,2376.77,Yes
CUST-01458,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,95.93,1203.01,No
CUST-01459,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.25,3316.64,No
CUST-01460,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,18.08,897.12,No
CUST-01461,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.73,1706.97,No
CUST-01462,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,38.99,1900.69,No
CUST-01463,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.89,2227.83,Yes
CUST-01464,Male,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.59,2044.44,No
CUST-01465,Male,1,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,74.8,4291.97,No
CUST-01466,Female,1,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,28.52,1059.58,No
CUST-01467,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.57,1766.83,Yes
CUST-01468,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31.93,90.7,Yes
CUST-01469,Female,1,No,No,16,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,26.11,426.09,No
CUST-01470,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,33.98,62.5,No
CUST-01471,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,71.02,1630.15,Yes
CUST-01472,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,95.09,2610.99,No
CUST-01473,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),58.49,530.46,No
CUST-01474,Female,0,No,Yes,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.48,2213.81,No
CUST-01475,Female,0,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),61.89,1331.76,No
CUST-01476,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),51.65,2540.11,No
CUST-01477,Male,1,No,No,56,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,22.56,1164.99,No
CUST-01478,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),112.1,3185.44,No
CUST-01479,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,19.08,562.01,Yes
CUST-01480,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),22.2,525.94,No
CUST-01481,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),48.64,222.29,Yes
CUST-01482,Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),97.23,5059.8,No
CUST-01483,Female,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.86,3829.47,Yes
CUST-01484,Male,1,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.15,1483.65,No
CUST-01485,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,80.94,804.5,No
CUST-01486,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,22.1,743.24,Yes
CUST-01487,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,115.8,6731.19,Yes
CUST-01488,Male,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.05,1761.0,No
CUST-01489,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.01,612.57,Yes
CUST-01490,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,61.77,1664.4,Yes
CUST-01491,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),62.45,596.12,No
CUST-01492,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),35.17,1774.49,No
CUST-01493,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.72,1399.26,Yes
CUST-01494,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.86,103.43,No
CUST-01495,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.1,3015.32,Yes
CUST-01496,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.5,753.1,No
CUST-01497,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,58.75,1289.49,Yes
CUST-01498,Female,0,Yes,No,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,31.69,281.19,No
CUST-01499,Male,1,Yes,No,49,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,119.2,6078.39,No
CUST-01500,Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,76.29,2517.91,No
CUST-01501,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.6,5511.38,Yes
CUST-01502,Female,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.84,467.02,No
CUST-01503,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.28,2340.98,Yes
CUST-01504,Male,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.47,3227.12,No
CUST-01505,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,110.23,1365.57,No
CUST-01506,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),46.93,642.2,No
CUST-01507,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,106.72,108.65,No
CUST-01508,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.25,4361.62,Yes
CUST-01509,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),40.97,1913.51,No
CUST-01510,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.4,1326.33,No
CUST-01511,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,21.33,735.5,Yes
CUST-01512,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.52,5777.68,No
CUST-01513,Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,24.67,632.29,Yes
CUST-01514,Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,58.67,1643.72,No
CUST-01515,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.62,2193.86,No
CUST-01516,Female,1,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.0,1433.15,Yes
